,Description,Accident Level
1122,during of drilling on the target bolt brjcldd made by the commercial company servitecforaco at probe on mission the official josimar da silva in the moment of the failure to fish material when removing the feeder of water during movement of the winch realized that the safety chain was and could curl in the rod in performing the chain removal movement he placed his left between the pump hose and the cap of the hydraulic with plate the unlocking of the inner tube there was an abrupt stop of the safe chain pushing his hand towards the hydraulic plate momentarily causing an injury to the ring finger of this hand the lesion caused a cut in the th quirodactyl with a for failure suture of to the cut,2
1123,during execution of instrument of on the target shaped bolt brjcldd made by the company servitecforaco probe at on july official the josimar da rosa silva in the moment of the maneuver to fish material when removing the feeder of water during movement of the winch realized that the safety chain was loose and could curl in the rod in performing the chain bar removal movement he placed his leftover hand between the hose and the cap of the hydraulic plate with the of the inner system there was an movement abrupt of the chain pushing his towards hand the hydraulic plate causing an injury to the ring finger of this hand the lesion caused a cut in the flesh th quirodactyl with a need for suture of points to close the cut,2
1124,during scheduled execution of drilling on the target bolt brjcldd be made by the company servitecforaco probe at on july the official josimar da silva in the moment of the maneuver to fish material when removing the feeder of water during movement of the winch notice that the base chain was now loose and could in the chain in performing the chain movement removal he placed his left hand between the hose and the cap of the hydraulic plate with the unlocking of the inner tube there was an abrupt movement of the chain of mountains pushing his hand towards the hydraulic causing plate an injury to the ring surface of this hand the lesion caused a cut in the th quirodactyl with a need for no suture of heart to the close cut,2
1125,during execution of drilling on the target bolt brjcldd made by the company servitecforaco probe to at on july the official josimar ze silva in the moment of the maneuver to fish material when removing the feeder of water during movement of the winch realized that the safety chain was loose and could curl in the rod in performing the chain removal actions he placed his remaining hand between the hose and the cap of the hydraulic plate with the unlocking of inner the tube there was an abrupt movement of the tumbler pushing his hand towards the hydraulic plate causing an unexpected injury to the ring finger of this probe the lesion caused a cut in the th quirodactyl with a need for suture of points to have cut the,2
1126,during execution of deep drilling on the target brjcldd by make the company servitecforaco probe at on july the official josimar da silva in the moment of the maneuver to fish when material removing the of feeder water during movement of the hand realized that the safety chain was loose and hence could draw in in the rod in performing the chain removal movement he placed his right hand between the ring and the cap of the hydraulic plate with the subsequent unlocking of the inner tube there was an abrupt movement of the chain pushing his hand towards the metal hydraulic plate causing an injury to the ring finger s breadth of this hand the caused a cut in the th quirodactyl with a need for of points to close the cut,2
1127,during execution of drilling on the rotary bolt brjcldd are made by the company servitecforaco drill probe at on july the prescribed josimar da in the moment of the maneuver to fish when removing the feeder of water during movement of the winch recognize that the safety chain was loose and could in the rod in front performing the chain removal movement he placed his left hand between the hose and the cap of the hydraulic plate with the unlocking of the inner tube there was an abrupt movement of the strand his hand towards the hydraulic plate causing an injury to the ring finger of this hand the lesion caused a cut in the th quirodactyl with a need for suture of points to close the cut,2
1128,when perform the doosan rb hammer repair the employee tries to remove the with suspenders firm the support of a pound rope at the moment of receive blow the the brace or down causes a splinter to be released and on the lower left limb metal embedding in it the staff collaborator did not notice that immediately,2
1129,when the doosan rb equipment hammer repair the employee tries to the suspenders with support the of a pound rope at the moment of receiving the blow the brace or bolt causes a splinter to released be expelling and impacting on the lower left limb causing embedding metal in it the collaborator did not immediately,2
1130,when still the normal or hammer repair the employee have to remove the suspenders with the support of a heavy metal rophy at moment the of not receiving the the blow brace or bolt causes a stone to be released expelling and impacting on the left lower limb causing metal in it the partner in crime did not notice,2
1131,when the doosan rb repair the employee then tries to the suspenders with the support of a pound long rope at the moment of receiving just the blow the brace or bolt causes a sharp splinter to be released expelling and on the butt lower corner with metal embedding in it the collaborator did not notice immediately,2
1132,when perform the doosan base equipment hammer breaking the employee to balance the breaker with the support of a rope at the precise moment of receive the blow the twosome or bolt strike causes a sliver to be broken expelling and impacting on the lower left rear limb causing metal embedding in it the collaborator did not notice immediately,2
1133,when during the rb equipment exercises hammer the employee endeavour to remove the suspenders with the support of a pound frame at the moment of receiving the blow the brace or lever causes splinter a to be released and impacting on the lower lower leg left limb metal in embedding it the did not then immediately,2
1134,when performing the doosan rb equipment repair the employee tries to remove the suspenders with the support of a pound rope at the first moment of receiving the hammer the brace or power hammer causes a splinter to be released and impacting on the stiff left thigh induce metal embedding in it the collaborator did not deliver immediately,2
1135,when finally performing the doosan rb equipment in hammer repair the employee to the suspenders with the of a pound roach at the previous moment of receiving the blow the brace or causes bolt a sliver to be released impacting and on the left lower limb causing metal embedding in it the collaborator did not find immediately,2
1136,when performing the change the can animate the tries to remove the suspenders with the support of a pound rope at the same moment receiving of the the brace bolt or wound causes a splinter to be easy released expelling and impacting on the entire little causing metallic element embedding in it the collaborator did not notice immediately,2
1137,when do the joint rb equipment hammer repair the employee tries to remove the suspenders with the of a pound at the of receive the tool the brace or post causes a splinter to be released and slamming impacting on the lower left limb embedding in it collaborator the did not find immediately,2
1138,during the plant stop scheduled for maintenance almost at the end of the alteration of the t fitting of the hdp pipe with a diameter of the resident enters the main work house from the bottom to supervise the work in that at the second four workers anchored with harness that were in the upper part with the accessory t to tie the flanges of the hdp and pvc of diameter suddenly the pvc pipe comes out of its support on with fine material of tailings about kg and falls from a height of meter to the floor bounces and drops the resident engineer only the injured who was in the lower part or line of,2
1139,during the plant rescue scheduled for may almost at the end of the change week of the t fitting of the hdp pipe with a diameter of the plant resident enters the zone work from the bottom to supervise the work in that at the minute workers anchored with harness that were in the part on manipulating the accessory t to tie the flanges of the hdp pipe and pvc of diameter the pvc comes pipe out of its middle pipe with fine thick material of tailings kg and falls from a height of measure to the floor bounces and imprisons the plant only the injured worker was in the lower part or line of fire,2
1140,during the plant stop scheduled for maintenance almost at the end of the of the t another fitting of the hdp with a diameter of the resident physician enters the work zone from the bottom to the work in that at the moment workers equipped with harness that were in the upper manipulating part the accessory t to the tie flanges of the hdp pipe and pvc of diameter it the pvc comes out of its support pipe with fine fabric of tailings weight capacity and falls from a floor height of meters to the floor bounces and imprisons the resident as engineer only the injured human that was in the lower part or line of fire,2
1141,during the plant stop schedule for maintenance almost at the end of the change of the t fitting of the hdp pipe with a diameter of the length of enters the zone from the bottom to supervise the work in that at the joe workers anchored with harness that were in the the part give the accessory t to tie the flanges of the hdp pipe and pvc of diameter suddenly the pvc pipe comes out of its support pipe with that fine material of tailings weight kilo and rapidly falls from a height of meters to the floor bounces imprisons and the plant engineer only the injured was worker in the part or line of fire,2
1142,during the plant stop scheduled for almost at the end of the variety of the t fitting of the pipe with a diameter of the resident enters the work zone from the bottom to supervise the in that at the moment four workers anchored with harness that were in the upper part manipulating the accessory t to tie the belt flanges of the pipe and pvc of diameter that the premature ventricular contraction pipe comes out of its support pipe with fine plastic material of tailings weight kg and falls from a pinnacle of meters to the floor bounces and the imprisons resident but only the somewhat injured worker was in the lower part or line of fire,2
1143,during the plant scheduled for maintenance almost at the end of the change of the t fitting of the hdp with pipe a diameter of the resident enters the work zone from the bottom to supervise the work in that at the moment four workers anchor with harness that were in the highest part manipulate the accessory t to tie the flanges of the hdp pipe pvc and of diameter suddenly the pvc pipe comes out of its pipe with fine of metal tailings weight and falls from a height of metre to the mine floor floor and imprisons the only occupant engineer only the injured was in the lower a part or line of fire,2
1144,during the flak stop scheduled for maintenance almost at the end of the change of the t holder of the hdp pipe with a diameter of the resident enters the work zone from the bottom to supervise the work in that at the moment four workers anchored with harness that were in upper the manipulating department the accessory t to the flanges of the hdp pipe and regardless of suddenly the pvc pipe comes out of its support pipe with fine material of tailings weight kg and falls from a height of meters to the floor bounces and the imprisons house physician engineer only the injured worker was in the lower part or line of fire,2
1145,during the plant scheduled for mechanical maintenance at the end of the of change the t trying on of the support hdp pipe with a diameter of the arc enters the safety zone from the office to supervise the work in that at the moment four workers anchored with rope harness that were in the upper part manipulating supplement the t to the flanges of the support pipe and of diameter suddenly the polyvinyl chloride pipe comes out of its support with some fine material of tailings weight kg and falls from a height of meters to the floor bounces and imprisons the resident engineer only the injured worker was in the lower part or line of fire,2
1146,during the plant scheduled stop for maintenance during almost at the end of the change of the t fitting of the pipe hdp with a notification of the house physician enters the strike zone from the bottom to there supervise the work in that at the moment four workers anchored with harness that were in the upper parting manipulating the accessory t to tie the rim of the pipe and pvc of diameter suddenly the pvc pipe comes out of its support pipe with hunky dory mesh of tailings weight kg and falls from a height of visibility to the floor bounces and imprisons the engineer resident only the injured worker was in the lower part or line of fire,2
1147,during the plant stop scheduled for maintenance at the end of the change of the t fitting of the attached pipe with a diameter of the resident enters the work the zone from the start to supervise the work in that at the moment four workers anchored harness with that were in the upper part get inside the accessory t to tie the of the hdp pipe and pvc of diameter suddenly the pvc pipe comes out of its a attached pipe with fine material of tailings weight and falls from height a of meters to floor the bounces and imprisons the engineer only the injured worker was in the lower part or line of fire,2
1148,happened during the last maintenance of the bolter the equipment collaborator uses accidentally a carpenter s power to be able to remove a tie in in the chain of advance the oil production in moments that hits on the other side of the building tool the destroys the structure of the beam diverting the of the hammer causing it to accidentally his left,2
1149,happened during the maintenance of the bolter equipment the collaborator uses a carpenter s with key to be usually able to remove a link in the hammer chain advance of the drilling machine in moments that he hits on the side of the chain the machine hits the structure of diverting the beam the path of the hammer for it to strike his other hand,2
1150,during happened the maintenance of the bolter equipment the collaborator uses a hand carpenter s hammer to be able to remove a in the chain of advance the machine in moments that hits on the same of the chain the partner hits hit the structure of the beam thus diverting the path of the hammer it to his hand left,2
1151,bechance during the age of the bolter equipment the collaborator uses a small carpenter s hammer to be physically able to remove beam a in the same of advance the drilling machine in that hits on the center of the chain the partner hits the of structure the beam same deviate the current of the hammer causing it to strike his left hand,2
1152,happened during the building of the bolter equipment third the collaborator uses a carpenter s hammer to be to simply remove a link in the chain of break the drilling machine in moments that hits on the very of the chain the partner hits the of the beam diverting table the advance of the hammer make it to strike his hired odd man,2
1153,happened during the last maintenance of the bolter equipment the uses member a carpenter s the cock to be able to a remove link in the chain of sight advance the drilling rod in moments that hits on the entire english of the boris chain the the hits structure of the beam breaking the course of the hammer so it to strike his left hand,2
1154,what happened during the maintenance of the bolter equipment the collaborator uses a carpenter s to be to easily remove a in link the chain of advance the drilling machine in moments that remove on one the side of the chain the first partner hits the structure of the balance beam hive off the path of hammer the causing it to strike his remaining hand,2
1155,during happened the sustenance of the heavy bolter equipment the collaborator uses a carpenter s hammer to be able to remove a link in the area of it advance the drilling in consequence that hits on the side of the beam the ball hits structure the of the beam diverting the path of the hammer cause it to partially block left his upper hand,2
1156,but during maintenance the of the bolter equipment the collaborator a carpenter s license to be able safely to a remove link in the chain of advance the drilling machine in moments that hits on the incline of the chain the partner adjure the rearward of the drill beam diverting the path of the hammer cause it to strike his left hand hand,2
1157,during the maintenance of the equipment bolter the collaborator uses a carpenter s hammer to be able to remove a bulge in the chain of the drilling pushing machine in moments that hits on the either side of the chain the strike the structure of the drill beam lock diverting the swing of the big malleus causing it to strike his left hand,2
1158,in probe the bapdd bore around hours the young assistant luciano da perform the maneuver of rods led the rod to the upper gutter but this when not leaning suitably carefully to escape the toilet and toward the easel his chair shaft had slipped and his little finger was between the rod and the easel that the cock had not returned he released it immediately but his little finger was partially by the of the rod against the easel resulting in a cut the young auxiliary was taken to hospital and attended to the wound resulted in points and the was released for administrative process body,2
1159,in the probe gauge around hours the polling assistant luciano da silva performing the of maneuver rods that led the rod to the gutter but this when not leaning suitably came to escape gutter the returning the easel finger his had slipped and his little digit was between the rod and the body realizing that the shaft had moved he was released it immediately but his little finger was later on partially hit by the tip of the rod against the easel resulting in a cut the was taken to hospital and attended to the wound only resulted in points and the was released for activities,2
1160,in the probe bore of bapdd around the polling assistant luciano santos silva performing the maneuver of descending rods led the individual rod to the trough but this when not leaning befittingly to escape the gutter returning is the easel his hand had extended and his little finger was between the and the pole realizing that the shaft had returned he released it immediately but his little middle was partially by hit the rim of the rod against the easel resulting in a cut the auxiliary was taken to infirmary and attended to the wound resulted in points and the was released for activities administrative,2
1161,in the prescribed probe bore bapdd around hours the polling assistant da luciano silva performing the maneuver of descending four rods the to the polling gutter but this when not suitably came to escape the gutter toward returning the easel his hand had slipped and his little finger was between the and the easel realizing that the shaft had returned he released it immediately but his little finger was hit partially by the rim of the rod against the easel resulting in a cut the auxiliary was taken to infirmary and being attended to the wound resulted in points and the was released for activities,2
1162,in the fifth drill hole bapdd around hours the polling assistant luciano da silva the maneuver of rods descending led the rod to the audience but this when not leaning suitably came to run the returning toward the easel his hand had slipped and his little finger was between the retinal rod and the easel that the had shaft missed he released it immediately but his little finger was hit by the rim of the rod against the easel resulting in a cut the auxiliary was taken to hospital and attended to the wound in resulted and the was released for administrative issues,2
1163,in the probe bore bapdd around hours the polling assistant luciano da silva performing the maneuver of descending rods led the rod to the gutter but this when not leaning suitably came to escape the gutter return one toward the easel his hand had slipped and his little fingerbreadth was between the rod and the easel realizing that the shaft had returned he released it immediately but his little finger was broken partially hit by the rim of the rod against the the resulting easel in a cut the auxiliary was taken to a and hospital attended to the wound result in points and the was released for administrative activities,2
1164,in the investigation tidal bore bapdd around hours the polling assistant luciano da silva performing the best maneuver of the rods led the rod to the gutter but this when not suitably leaning lento came to escape the toward the easel his hand had slipped and his grasping little clenched fist was between the rod and the easel realizing that the shaft had returned he released it immediately but his little finger was successfully hit by the rim of the rod against the resulting in a cut the auxiliary was taken to hospital and closely to attended the wound resulted in points and the was for administrative,2
1165,in the probe bore bapdd after around hours the polling assistant luciano da performing silva the maneuver of descending rods led the rod to the gutter but this when not suitably leaning came to them escape the gutter returning toward the easel his hand had gone and his little finger was between the rod and the easel realizing that the shaft had returned he released it immediately but his little was finger partially hit by the rim of the rod against the lower easel and resulting in a cut the auxiliary was taken to hospital and attended to the lesion result in infirmary and the was released for business purposes,2
1166,in the first bore bapdd hours the polling assistant oscar da sylva performing the maneuver of descending rods the rod to the gutter but this when not leaning suitably came to escape the gutter returning toward the his hand had slipped and his little finger was between the rod and the easel that the cock had returned he released it immediately but his thumb finger s breadth was partially hit by the rim of the rod against the shaft resulting in a cut the auxiliary was take to hospital and attended to the wound in points and the was released for administrative activities,2
1167,in the probe bore bapdd around hours the polling assistant de luciano da verona perform the necessary maneuver of descending rods led the to the gutter but this when not leaning suitably off came to escape the gutter returning the easel his hand had slipped and his little finger was between the rod and the head realizing that the main shaft had returned he released it immediately but his little was partially murder by the rim of the rod against the easel in a cut the aide was transfer to hospital and attended to the resulted in recovery and the was released for administrative activities,2
1168,the accident occurred at the this time an employee of the distribution company partner sf carried out operation of bladder travelling bag cutting by the bag for charging of the container into the silo truck s delivery mouth the inner card credit bag ring surrounding the contents abruptly dropped and a large amount of material fell onto the cone funnel the cone collapsed over and the man stood with his wooden leg wrapped between him and the body of guard of the scaffold there was external aesculapian attention and it was verified that there was no fracture,2
1169,the accident occurred at the time an employee of the partner company international carried out unloading operation of bags bladder by first the bag for charging of the boom into the large silo truck s delivery mouth the inner plastic bag surround the short shaft dropped and a large sum of material onto the the cone over fell and the slightly injured stood with his leg pressed between him and the body guard of the scaffold there was external emergency medical attention and it was verified that there was no fracture,2
1170,the occurred at the time an employee of the partner company sf carried out unloading procedure of empty bladder bags by cutting the bag for charging of the into the silo truck s delivery mouth the concrete plastic bag surrounding the contents abruptly dropped and a large total of material onto the cone funnel the concrete cone cell fell over and the injured stood with his leg pressed between him and the body guard of the main scaffold there was external medical care and it was verified that there was no fracture,2
1171,accident the occurred at the time an employee of the korean partner company sf carried out unloading operation of bladder bags by cutting the bag for charging of the boom into the silo motortruck delivery s mouth the inner plastic bag surrounding the contents abruptly unexpectedly dropped and a large amount of fabric fell onto the cone cone the fell over and the injured man stood with his leg pressed between him and the body guard guard of the there was external medical attention and it was verified that there was no fracture,2
1172,the accident occurred at the time an employee of the company sf carried out unloading all operation of bladder bags by using the bag for charging of the boom into the silo truck s delivery mouthpiece the inner plastic bag surrounding the subject matter case suddenly dropped and a pregnant amount of material fell onto the cone funnel the center cone fell over and the injured man stood with his leg pressed between him and the body guard of the roof scaffold there was medical investigation and it was verified that there was no fracture,2
1173,the accident at the time an experienced employee of the company who out unloading operation of bladder by bags hand cutting the wires charging for of the into the silo truck s delivery mouth the inner bag plastic surrounding the contents suddenly fell and a amount of material fell on the inside funnel the cone fell over and the injured man stood with his leg pressed between him and the body guard of the scaffold there was some international medical medical attention and it was verified that there was no fracture,2
1174,the accident occurred at the time an employee of the partner company carrying was out operation of bladder bags by cutting the bag for charging of the mixture into the silo truck s mouth delivery the plastic bag surrounding the contents abruptly dropped and a large amount of fell material onto the cone funnel the cone fell over and the injured man stood with his skull pressed between him and the body guard of the scaffold there was external medical and it was verified that there was no fracture,2
1175,the accident occurred at the time an employee of the partner company sf carried out unloading operation of bladder bags by cutting the process for charging of the boom into the silo s delivery cup the inner plastic bag surrounding the abruptly dropped and a large volume of material fell onto the funnel the lid fell over and the injured man with his leg pressed between him and the body guard of the scaffold there was external attention and it was verified that there was no fracture,2
1176,the at the time an employee of the partner company also carried out unloading operation of bladder bags by cutting the bolts for charging of the roar into the silo truck s feed delivery mouth the inner plastic bag besiege the contents abruptly dropped and a larger amount of rubbish fall onto the cone funnel the cone shape fell over and the injured local stood man with his leg pressed between him and the body of the scaffold there was external medical attention and it was verified that there was no fracture,2
1177,the accident occurred at the time an employee of the partner company sf carried out unloading of surgery bladder bag by cutting the old for bag of the boom into the silo truck s delivery mouth the inner bag surrounding the contents dropped and a large of material fell onto strobilus the funnel the cone over and the injured man stood with his leg pressed between him and the body guard of the scaffold there was external medical attention and it was verified that there was no fracture,2
1178,in circumstances that two workers of the company made the loading of explosives using an exploding anfoloader in a front of the work sustained with fragments of the right superior part of the crown a piece of rock of height kg mx mx m impacting on the ceiling and on the back of the helper who was in the basketful suspended at m height that later moments a block of rock is detached from the wall of the gable approx kg bk mx mx m which impacts the ampoloader team and the part of this rock block injures the operator of the ampoloader team who was place upright on the ground the equipment anfoloader has a with protection rops and fops at the time of the accident both worker used helmets and boots safety both polyontusions suffered and minor scoria injury,2
1179,in circumstances that two workers of the company limited the made loading of explosives using an intermediate anfoloader in a front of the work sustained with shotcreterepentinamente of the right superior part of the pillar a piece of rock of approx kilogram mx mx m impacting on the construction basket and on the back of the helper who was in the basket suspended at m height moments later a of rock is detached from the wall of the gable approx kg mx as m which impacts the ampoloader squad and part of this load injures the operator of the team who was standing on the ground the has anfoloader a cabin with protection rops and fops at the the time of the accident both workers used helmets and safety boots both suffered polyontusions minor and scoria as,2
1180,in consideration that two workers of the company made the transfer of explosives using an equipment anfoloader in a front of the work sustained with shotcreterepentinamente of the right superior part of the crown a piece of rock of approx kg mx mx m impacting on the basket and on the back of the helper who was in the basket suspended at m tallness by moments and by a block of rock is detached from the bulwark of the gable approx kg mx m which impacts the ampoloader team and part of this injures the operator of the ampoloader team who was standing on the ground the equipment anfoloader has a cabin protection with rops and fops at the of the accident both hands used explosive and boots both suffered polyontusions minor and scoria injuries,2
1181,in circumstances that two workers of the company incimmet make the loading of explosives using an equipment anfoloader in a front of the sustained with shotcreterepentinamente of the neck right superior part of the crown a piece of rock of two weights kg mx mx m impacting on the basket and on the upper back of the who was in basket the suspended at m height moments later a block of rock is detached from the wall of the gable approx kg mx mx m which impacts the ampoloader team and of this block wound the operator of the ampoloader team who was standing on the ground the equipment anfoloader has a cabin with rear protection rops and fops at time the of the accident both workers used helmets and ski both suffered polyontusions and minor injuries,2
1182,circumstances in that two workers of the company incimmet made the of equipment using an equipment anfoloader in a front of the work sustained with shotcreterepentinamente of the ripe superior part of the hut crown a hard piece rough of rock of approximately kg mx mx m impacting on the basket and on the part of the climb helper who was in the hut suspended at m height moments later a block of rock is detached from the wall of the gable approx kg mx mx m which impacts the ampoloader team part and of this block injures the operator of the ampoloader who was standing on the ground the equipment anfoloader has a with protection rops and fops at the time of the accident both workers used helmets and safety both suffered and pocket sized scoria injuries,2
1183,in circumstances that two workers of the company incimmet made the loading of explosives using an equipment anfoloader in a front of the work sustained with shotcreterepentinamente of the trunk superior office of the crown a piece of rock of mx p m impacting on the basket and on the back of the who helper was in the basket suspended at m height moments later a block of rock n roll is detached from wall the of the gable approx kg mx mx m which impacts the ampoloader team and part of this impact injures the operator of the ampoloader team who was on the ground the equipment has a cabin with protection rops and fops at the time of the accident both workers used and safety boots both polyontusions and dross minor injuries,2
1184,in that were workers of the company company incimmet made the loading of explosives using an equipment anfoloader in a front of the sustained shotcreterepentinamente with of the right superior part of the crown a piece of rock of approx kg mx mx m impacting on the basket and on the back of the helper who was in the basket suspended at m height three moments or later a section of black rock is detached from the wall of the gable approx kg mx m mx which impacts the team ampoloader and part of this injures the operator of the ampoloader team who was dead on the ground the equipment anfoloader has a cabin with protection rops and fops at the time of the accident both workers used helmets and safety boots both suffered polyontusions and scoria injuries,2
1185,in circumstances that two workers of the company incimmet upon the loading of explosives using an equipment anfoloader in a front of the work sustain with shotcreterepentinamente of the right superior portion of the crown a block of rock of approx kg mx mx m impacting on the basket and on the back of the helper who was in the basket suspended at m height moments later a block of rock is detached from the wall of the gable approx kg mx mx m which impacts the ampoloader team and part of this collision injures the operator of the ampoloader team who was standing on the platform the equipment anfoloader has a with protection rops and fops at the prison term of the accident both workers used and safety boots both suffered polyontusions and minor scoria injuries,2
1186,in circumstances that two workers of the caller incimmet made the loading of explosives using an equipment anfoloader in a of the room sustained with shotcreterepentinamente of the right superior part of the head a piece of rock of mx mx m impacting on the basket and on the back of the helper who was in the basket suspended at m height moments a block of rock is detached from the wall of gable the approx kg mx mx m which impacts the ampoloader team and part of this block injures the operator of the ampoloader team who was standing on the ground the anfoloader has a cabin with protection rops and fops at the time of the accident both workers used helmets and safety equipment both concussion suffered and venial scoria injuries,2
1187,in circumstances that two workers of the company incimmet has made the freight of explosives using an equipment anfoloader in a case of the work sustained with shotcreterepentinamente of the right superior on part of the crown a piece of rock of approx mx mx m impacting on the basket and on the back of the helper who was in the basket suspended at m height forty moments later a of rock is detached from the wall of the approx kilo mx mx m which impacts the ampoloader side and part of this stoppage injures the operator of the ampoloader team who was standing on the ground the equipment anfoloader has a cabin with protection helmets and fops at the only time of the accident both workers used helmets and safety boots both suffered serious and minor scoria injuries,2
1188,at a different time when a worker and another partner were preparing to move an oil cylinder gallons on a hart crane on rails political program weighing approximately it is now derailed leaves the rail in order to place the platform on the rail both workers lift the platform and in those instants the right hand of one of them is being pushed between the rail and the platform structure where it was metal held protruding from the platform this a caused bruised wound on the finger exponent of the affected right hand there was no fracture at the time of the accident they both made leather safety gloves,2
1189,at a time when a worker and another working partner were groom to move an engine oil gallons cylinder on a mobile platform on mounted rails platform weighing approximately kg it is derailed leaves the rail in order to place the platform on the rail both workers lift the platform and in those instants the right hand of one of them is trapped between the rails and the platform structure where it was held metallic tube jut from the platform this accident caused a bruised wound on the index finger index of the right hand there was no serious fracture at the time of the accident they both wore leather type safety gloves,2
1190,at a when a worker and another partner were prepare to move an oil cylinder gallons on a mobile platform mounted on rails platform weighing approximately kg it is derailed leaves the rail in order to place the platform on the both partner workers leave the passenger platform and in those instants the right hand of one of them is between the rail and the platform structure where it was held a tube from the platform this accident caused a bruised wound on the index fifth of the right there was no crack at the earlier time of the accident they both wore leather type safety gloves,2
1191,at a time when a and another were unable to move an oil cylinder gallons on a railway large platform mounted on rails platform weighing approximately kg it is derailed leaves the rail in order to the place platform on the tracks both workers lift platform the and in those instants the right hand of one of them is snare between the rail and the platform structure where it was held metal tube protruding from the platform this accident caused a bruised deep wound on the index nail of the correct bridge player there was no fracture at the time of the they both wore leather motorcycle safety gloves,2
1192,at a time when a worker and her partner were preparing to an cylinder oil located on a mobile mounted platform on rails platform approximately weighing it is derailed leaves the rail in order to place the platform on the both workers lift the and in those instants the right hand of of them is trapped between the rail and the platform structure where it was held metallic tube protruding from the pole this accident caused a bruised wound on the finger of the right hand there was no fracture at the time of the accident they both wore leather type safety gloves,2
1193,at a time when a worker and another partner were to move an open cylinder gallons on a mobile platform mounted on platform rails weighing just about kg it is derailed then leaves the rail in order to finally place the platform on the rail both workers lift the platform and in those instants the hand right of one of them is trapped between the and the structure where it was held metal tube from from the this accident caused a serious bruised injury on the finger of the right nipple there was no fracture at the time of the accident they both wore leather type tt glove,2
1194,at a time when a worker and another partner were preparing to move an oil cylinder gallons on a mobile platform mount up on rails platform structure weighing more or less it is leaves the line rail in order to place the platform on the rail both guys the floating platform and in those instants the right hand of one of them is trapped between the rail and the platform structure where it was held tube metallic protruding from the this platform accident caused a knife wound on the first finger of the veracious hand there was no fracture at the time of d the accident they both wore leather on safety gloves,2
1195,at a time when a worker and the another partner were preparing move to an oil gallons on a political program mount on platform weighing approximately kg it is leaves the rail in order to the put platform on the rail both workers lift the platform and in those instants the injured hand of one of them is trapped between the and the platform structure where it was held metallic tube protruding from the platform this accident involved a bruised wound on the index finger of the right hand there was no fracture at the time of the accident train they both wore white leather type safety gloves,2
1196,at a time when a and another partner were being preparing to move an fossil oil cylinder gallons on a mobile mounted on rails structure librate kg approximately it is derailed the rail in order to the platform on the ground both workers roll the platform and in those instants the right hand of one of them is trapped between the and rail the supports structure where it was held metallic tube protruding from the platform this accident caused a bruised wound on the index finger of the right hand there was no fracture at the time of the accident they both both wore small scale leather type safety gloves,2
1197,at a stage when a worker and another partner were preparing to move an cylinder gallons on a roving platform mounted on rails platform kg approximately it is jump leaves the rail in lodge to place the platform on the rail both forwards lift the cylinders and in those instants the injured right hand of of them is then trapped between the stationary and platform the platform where structure it was held tube protruding from the platform this accident caused a bruised finger wound on the index finger of the right hand there was no fracture at the time of the accident they both leather type safety gloves,2
1198,when it open the valve suction of the amino the cable of the same pump comes loose by gently locking the trigger of the deceased s left hand against the causing a tension fracture in the distal head phalanx photos,2
1199,when it opens the valve of the standard bo rat pump acid the cable of the same pump comes free by pressing the th finger of the employee s out go hand against the tubing causing a cracking in the radial distal phalanx photos,2
1200,when it spread out the suction high valve of the acid pump the cable of the same pump pull by pressing the outer of finger the employee s right respectable hand against base the tubing causing a fracture in the lower lateral phalanx,2
1201,when it the needle action valve of the bo lowlife pump the of the same comes magnitude loose by the second finger of the donor s hand against the wooden tubing point causing a shift in the distal photos phalanx,2
1202,when it the slope valve of the bo dot pump the cable of the same pattern by loose pressing the and th base of the individual employee s left against the tubing with reveals a in the phalanx photos distal,2
1203,when it the suction anterior pump of the bo acid pump the rod of the same pump total loose by th the grasp of the male employee s left hand against the tubing efficaciously causing a twitch in the small distal phalanx,2
1204,when it the opens of the bo blood the cable of the same pump loose comes by pushing the th of finger the employee s left script against the tooth causing a small binge in the distal phalanx from photos,2
1205,when it opens the valve suction of the first acid pump the cable of the same add up by compress the finger th of the senior employee left s script against the light beam causing a bend in the third distal that,2
1206,when it opens the sucking valve of the acid the pump of the same pump comes by loose pressing the th finger of the patient employee s right field left touched against the causing tubing a in the distal phalanx pic,2
1207,when it the suck valve of the bo acid pump the thumb of the same pump does loose by pressing the finger of the employee s opposite against the tube causing a shift in the distal phalanx photos,2
1208,at of level in circumstances where the other workers of the company were performing the task of diamond drilling the jhonatan injured and nilton were preparing to increase the hq perforation pipe located on the mr jhonatan lifts end of the tube and supports it on the pulley of the equipment frame the other end being on the working staging at the moment that mr paul nilton awkwardly lifts the end of the hq pipe that is in the scaffolding to position in the frame the upper part of the pipe comes out of the pulley falling and striking the right hired man of the worker jhonatan against bolts that has the lateral part of the same causing the original injury described,2
